sprint,fecha_inicio,año,semana,equipo,velocidad_puntos_historia,tendencia,rendimiento
Sprint_186,2023-07-23,2023,29,Equipo Seguridad,45,Creciente,Buen rendimiento
Sprint_186,2023-07-23,2023,29,Equipo Datos,39,Estable,Buen rendimiento
Sprint_186,2023-07-23,2023,29,Equipo Integración,42,Estable,Buen rendimiento
Sprint_187,2023-07-30,2023,30,Equipo Desarrollo,57,Creciente,Buen rendimiento
Sprint_187,2023-07-30,2023,30,Equipo Infraestructura,65,Creciente,Buen rendimiento
Sprint_187,2023-07-30,2023,30,Equipo Seguridad,58,Creciente,Buen rendimiento
Sprint_187,2023-07-30,2023,30,Equipo Datos,59,Creciente,Buen rendimiento
Sprint_187,2023-07-30,2023,30,Equipo Integración,43,Estable,Buen rendimiento
Sprint_188,2023-08-06,2023,31,Equipo Desarrollo,44,Estable,Buen rendimiento
Sprint_188,2023-08-06,2023,31,Equipo Infraestructura,33,Decreciente,Posible sobrecarga
Sprint_188,2023-08-06,2023,31,Equipo Seguridad,51,Creciente,Buen rendimiento
Sprint_188,2023-08-06,2023,31,Equipo Datos,42,Estable,Buen rendimiento
Sprint_188,2023-08-06,2023,31,Equipo Integración,38,Estable,Buen rendimiento
Sprint_189,2023-08-13,2023,32,Equipo Desarrollo,62,Creciente,Buen rendimiento
Sprint_189,2023-08-13,2023,32,Equipo Infraestructura,42,Estable,Buen rendimiento
Sprint_189,2023-08-13,2023,32,Equipo Seguridad,57,Creciente,Buen rendimiento
Sprint_189,2023-08-13,2023,32,Equipo Datos,38,Estable,Buen rendimiento
Sprint_189,2023-08-13,2023,32,Equipo Integración,65,Creciente,Buen rendimiento
Sprint_190,2023-08-20,2023,33,Equipo Desarrollo,54,Creciente,Buen rendimiento
Sprint_190,2023-08-20,2023,33,Equipo Infraestructura,38,Estable,Buen rendimiento
Sprint_190,2023-08-20,2023,33,Equipo Seguridad,22,Decreciente,Posible sobrecarga
Sprint_190,2023-08-20,2023,33,Equipo Datos,64,Creciente,Buen rendimiento
Sprint_190,2023-08-20,2023,33,Equipo Integración,48,Creciente,Buen rendimiento
Sprint_191,2023-08-27,2023,34,Equipo Desarrollo,34,Decreciente,Posible sobrecarga
Sprint_191,2023-08-27,2023,34,Equipo Infraestructura,65,Creciente,Buen rendimiento
Sprint_191,2023-08-27,2023,34,Equipo Seguridad,40,Estable,Buen rendimiento
Sprint_191,2023-08-27,2023,34,Equipo Datos,56,Creciente,Buen rendimiento
Sprint_191,2023-08-27,2023,34,Equipo Integración,55,Creciente,Buen rendimiento
Sprint_192,2023-09-03,2023,35,Equipo Desarrollo,25,Decreciente,Posible sobrecarga
Sprint_192,2023-09-03,2023,35,Equipo Infraestructura,67,Creciente,Buen rendimiento
Sprint_192,2023-09-03,2023,35,Equipo Seguridad,41,Estable,Buen rendimiento
Sprint_192,2023-09-03,2023,35,Equipo Datos,51,Creciente,Buen rendimiento
Sprint_192,2023-09-03,2023,35,Equipo Integración,32,Decreciente,Posible sobrecarga
Sprint_193,2023-09-10,2023,36,Equipo Desarrollo,41,Estable,Buen rendimiento
Sprint_193,2023-09-10,2023,36,Equipo Infraestructura,64,Creciente,Buen rendimiento
Sprint_193,2023-09-10,2023,36,Equipo Seguridad,57,Creciente,Buen rendimiento
Sprint_193,2023-09-10,2023,36,Equipo Datos,57,Creciente,Buen rendimiento
Sprint_193,2023-09-10,2023,36,Equipo Integración,34,Decreciente,Posible sobrecarga
Sprint_194,2023-09-17,2023,37,Equipo Desarrollo,65,Creciente,Buen rendimiento
Sprint_194,2023-09-17,2023,37,Equipo Infraestructura,47,Creciente,Buen rendimiento
Sprint_194,2023-09-17,2023,37,Equipo Seguridad,25,Decreciente,Posible sobrecarga
Sprint_194,2023-09-17,2023,37,Equipo Datos,53,Creciente,Buen rendimiento
Sprint_194,2023-09-17,2023,37,Equipo Integración,58,Creciente,Buen rendimiento
Sprint_195,2023-09-24,2023,38,Equipo Desarrollo,26,Decreciente,Posible sobrecarga
Sprint_195,2023-09-24,2023,38,Equipo Infraestructura,67,Creciente,Buen rendimiento
Sprint_195,2023-09-24,2023,38,Equipo Seguridad,65,Creciente,Buen rendimiento
Sprint_195,2023-09-24,2023,38,Equipo Datos,34,Decreciente,Posible sobrecarga
Sprint_195,2023-09-24,2023,38,Equipo Integración,22,Decreciente,Posible sobrecarga
Sprint_196,2023-10-01,2023,39,Equipo Desarrollo,40,Estable,Buen rendimiento
Sprint_196,2023-10-01,2023,39,Equipo Infraestructura,60,Creciente,Buen rendimiento
Sprint_196,2023-10-01,2023,39,Equipo Seguridad,58,Creciente,Buen rendimiento
Sprint_196,2023-10-01,2023,39,Equipo Datos,59,Creciente,Buen rendimiento
Sprint_196,2023-10-01,2023,39,Equipo Integración,34,Decreciente,Posible sobrecarga
Sprint_197,2023-10-08,2023,40,Equipo Desarrollo,63,Creciente,Buen rendimiento
Sprint_197,2023-10-08,2023,40,Equipo Infraestructura,36,Estable,Buen rendimiento
Sprint_197,2023-10-08,2023,40,Equipo Seguridad,44,Estable,Buen rendimiento
Sprint_197,2023-10-08,2023,40,Equipo Datos,50,Creciente,Buen rendimiento
Sprint_197,2023-10-08,2023,40,Equipo Integración,28,Decreciente,Posible sobrecarga
Sprint_198,2023-10-15,2023,41,Equipo Desarrollo,64,Creciente,Buen rendimiento
Sprint_198,2023-10-15,2023,41,Equipo Infraestructura,51,Creciente,Buen rendimiento
Sprint_198,2023-10-15,2023,41,Equipo Seguridad,26,Decreciente,Posible sobrecarga
Sprint_198,2023-10-15,2023,41,Equipo Datos,51,Creciente,Buen rendimiento
Sprint_198,2023-10-15,2023,41,Equipo Integración,42,Estable,Buen rendimiento
Sprint_199,2023-10-22,2023,42,Equipo Desarrollo,36,Estable,Buen rendimiento
Sprint_199,2023-10-22,2023,42,Equipo Infraestructura,31,Decreciente,Posible sobrecarga
Sprint_199,2023-10-22,2023,42,Equipo Seguridad,59,Creciente,Buen rendimiento
Sprint_199,2023-10-22,2023,42,Equipo Datos,40,Estable,Buen rendimiento
Sprint_199,2023-10-22,2023,42,Equipo Integración,66,Creciente,Buen rendimiento
Sprint_200,2023-10-29,2023,43,Equipo Desarrollo,57,Creciente,Buen rendimiento
Sprint_200,2023-10-29,2023,43,Equipo Infraestructura,68,Creciente,Buen rendimiento
Sprint_200,2023-10-29,2023,43,Equipo Seguridad,48,Creciente,Buen rendimiento
Sprint_200,2023-10-29,2023,43,Equipo Datos,40,Estable,Buen rendimiento
Sprint_200,2023-10-29,2023,43,Equipo Integración,33,Decreciente,Posible sobrecarga
Sprint_201,2023-11-05,2023,44,Equipo Desarrollo,63,Creciente,Buen rendimiento
Sprint_201,2023-11-05,2023,44,Equipo Infraestructura,57,Creciente,Buen rendimiento
Sprint_201,2023-11-05,2023,44,Equipo Seguridad,58,Creciente,Buen rendimiento
Sprint_201,2023-11-05,2023,44,Equipo Datos,46,Creciente,Buen rendimiento
Sprint_201,2023-11-05,2023,44,Equipo Integración,40,Estable,Buen rendimiento
Sprint_202,2023-11-12,2023,45,Equipo Desarrollo,55,Creciente,Buen rendimiento
Sprint_202,2023-11-12,2023,45,Equipo Infraestructura,40,Estable,Buen rendimiento
Sprint_202,2023-11-12,2023,45,Equipo Seguridad,39,Estable,Buen rendimiento
Sprint_202,2023-11-12,2023,45,Equipo Datos,31,Decreciente,Posible sobrecarga
Sprint_202,2023-11-12,2023,45,Equipo Integración,39,Estable,Buen rendimiento
Sprint_203,2023-11-19,2023,46,Equipo Desarrollo,46,Creciente,Buen rendimiento
Sprint_203,2023-11-19,2023,46,Equipo Infraestructura,46,Creciente,Buen rendimiento
Sprint_203,2023-11-19,2023,46,Equipo Seguridad,30,Decreciente,Posible sobrecarga
Sprint_203,2023-11-19,2023,46,Equipo Datos,43,Estable,Buen rendimiento
Sprint_203,2023-11-19,2023,46,Equipo Integración,47,Creciente,Buen rendimiento
Sprint_204,2023-11-26,2023,47,Equipo Desarrollo,65,Creciente,Buen rendimiento
Sprint_204,2023-11-26,2023,47,Equipo Infraestructura,36,Estable,Buen rendimiento
Sprint_204,2023-11-26,2023,47,Equipo Seguridad,52,Creciente,Buen rendimiento
Sprint_204,2023-11-26,2023,47,Equipo Datos,47,Creciente,Buen rendimiento
Sprint_204,2023-11-26,2023,47,Equipo Integración,30,Decreciente,Posible sobrecarga
Sprint_205,2023-12-03,2023,48,Equipo Desarrollo,62,Creciente,Buen rendimiento
Sprint_205,2023-12-03,2023,48,Equipo Infraestructura,25,Decreciente,Posible sobrecarga
Sprint_205,2023-12-03,2023,48,Equipo Seguridad,62,Creciente,Buen rendimiento
Sprint_205,2023-12-03,2023,48,Equipo Datos,40,Estable,Buen rendimiento
Sprint_205,2023-12-03,2023,48,Equipo Integración,40,Estable,Buen rendimiento
Sprint_206,2023-12-10,2023,49,Equipo Desarrollo,24,Decreciente,Posible sobrecarga
Sprint_206,2023-12-10,2023,49,Equipo Infraestructura,65,Creciente,Buen rendimiento
Sprint_206,2023-12-10,2023,49,Equipo Seguridad,41,Estable,Buen rendimiento
Sprint_206,2023-12-10,2023,49,Equipo Datos,65,Creciente,Buen rendimiento
Sprint_206,2023-12-10,2023,49,Equipo Integración,49,Creciente,Buen rendimiento
Sprint_207,2023-12-17,2023,50,Equipo Desarrollo,47,Creciente,Buen rendimiento
Sprint_207,2023-12-17,2023,50,Equipo Infraestructura,48,Creciente,Buen rendimiento
Sprint_207,2023-12-17,2023,50,Equipo Seguridad,44,Estable,Buen rendimiento
Sprint_207,2023-12-17,2023,50,Equipo Datos,47,Creciente,Buen rendimiento
Sprint_207,2023-12-17,2023,50,Equipo Integración,41,Estable,Buen rendimiento
Sprint_208,2023-12-24,2023,51,Equipo Desarrollo,24,Decreciente,Posible sobrecarga
Sprint_208,2023-12-24,2023,51,Equipo Infraestructura,38,Estable,Buen rendimiento
Sprint_208,2023-12-24,2023,51,Equipo Seguridad,54,Creciente,Buen rendimiento
Sprint_208,2023-12-24,2023,51,Equipo Datos,37,Estable,Buen rendimiento
Sprint_208,2023-12-24,2023,51,Equipo Integración,66,Creciente,Buen rendimiento
Sprint_209,2023-12-31,2023,52,Equipo Desarrollo,41,Estable,Buen rendimiento
Sprint_209,2023-12-31,2023,52,Equipo Infraestructura,32,Decreciente,Posible sobrecarga
Sprint_209,2023-12-31,2023,52,Equipo Seguridad,68,Creciente,Buen rendimiento
Sprint_209,2023-12-31,2023,52,Equipo Datos,38,Estable,Buen rendimiento
Sprint_209,2023-12-31,2023,52,Equipo Integración,24,Decreciente,Posible sobrecarga
Sprint_210,2024-01-07,2024,1,Equipo Desarrollo,46,Creciente,Buen rendimiento
Sprint_210,2024-01-07,2024,1,Equipo Infraestructura,62,Creciente,Buen rendimiento
Sprint_210,2024-01-07,2024,1,Equipo Seguridad,56,Creciente,Buen rendimiento
Sprint_210,2024-01-07,2024,1,Equipo Datos,41,Estable,Buen rendimiento
Sprint_210,2024-01-07,2024,1,Equipo Integración,67,Creciente,Buen rendimiento
Sprint_211,2024-01-14,2024,2,Equipo Desarrollo,51,Creciente,Buen rendimiento
Sprint_211,2024-01-14,2024,2,Equipo Infraestructura,67,Creciente,Buen rendimiento
Sprint_211,2024-01-14,2024,2,Equipo Seguridad,62,Creciente,Buen rendimiento
Sprint_211,2024-01-14,2024,2,Equipo Datos,29,Decreciente,Posible sobrecarga
Sprint_211,2024-01-14,2024,2,Equipo Integración,25,Decreciente,Posible sobrecarga
Sprint_212,2024-01-21,2024,3,Equipo Desarrollo,63,Creciente,Buen rendimiento
Sprint_212,2024-01-21,2024,3,Equipo Infraestructura,23,Decreciente,Posible sobrecarga
Sprint_212,2024-01-21,2024,3,Equipo Seguridad,61,Creciente,Buen rendimiento
Sprint_212,2024-01-21,2024,3,Equipo Datos,23,Decreciente,Posible sobrecarga
Sprint_212,2024-01-21,2024,3,Equipo Integración,52,Creciente,Buen rendimiento
Sprint_213,2024-01-28,2024,4,Equipo Desarrollo,43,Estable,Buen rendimiento
Sprint_213,2024-01-28,2024,4,Equipo Infraestructura,63,Creciente,Buen rendimiento
Sprint_213,2024-01-28,2024,4,Equipo Seguridad,29,Decreciente,Posible sobrecarga
Sprint_213,2024-01-28,2024,4,Equipo Datos,34,Decreciente,Posible sobrecarga
Sprint_213,2024-01-28,2024,4,Equipo Integración,68,Creciente,Buen rendimiento
Sprint_214,2024-02-04,2024,5,Equipo Desarrollo,57,Creciente,Buen rendimiento
Sprint_214,2024-02-04,2024,5,Equipo Infraestructura,38,Estable,Buen rendimiento
Sprint_214,2024-02-04,2024,5,Equipo Seguridad,33,Decreciente,Posible sobrecarga
Sprint_214,2024-02-04,2024,5,Equipo Datos,58,Creciente,Buen rendimiento
Sprint_214,2024-02-04,2024,5,Equipo Integración,64,Creciente,Buen rendimiento
Sprint_215,2024-02-11,2024,6,Equipo Desarrollo,39,Estable,Buen rendimiento
Sprint_215,2024-02-11,2024,6,Equipo Infraestructura,57,Creciente,Buen rendimiento
Sprint_215,2024-02-11,2024,6,Equipo Seguridad,38,Estable,Buen rendimiento
Sprint_215,2024-02-11,2024,6,Equipo Datos,48,Creciente,Buen rendimiento
Sprint_215,2024-02-11,2024,6,Equipo Integración,41,Estable,Buen rendimiento
Sprint_216,2024-02-18,2024,7,Equipo Desarrollo,53,Creciente,Buen rendimiento
Sprint_216,2024-02-18,2024,7,Equipo Infraestructura,37,Estable,Buen rendimiento
Sprint_216,2024-02-18,2024,7,Equipo Seguridad,38,Estable,Buen rendimiento
Sprint_216,2024-02-18,2024,7,Equipo Datos,52,Creciente,Buen rendimiento
Sprint_216,2024-02-18,2024,7,Equipo Integración,34,Decreciente,Posible sobrecarga
Sprint_217,2024-02-25,2024,8,Equipo Desarrollo,66,Creciente,Buen rendimiento
Sprint_217,2024-02-25,2024,8,Equipo Infraestructura,23,Decreciente,Posible sobrecarga
Sprint_217,2024-02-25,2024,8,Equipo Seguridad,50,Creciente,Buen rendimiento
Sprint_217,2024-02-25,2024,8,Equipo Datos,45,Creciente,Buen rendimiento
Sprint_217,2024-02-25,2024,8,Equipo Integración,31,Decreciente,Posible sobrecarga
Sprint_218,2024-03-03,2024,9,Equipo Desarrollo,31,Decreciente,Posible sobrecarga
Sprint_218,2024-03-03,2024,9,Equipo Infraestructura,57,Creciente,Buen rendimiento
Sprint_218,2024-03-03,2024,9,Equipo Seguridad,43,Estable,Buen rendimiento
Sprint_218,2024-03-03,2024,9,Equipo Datos,37,Estable,Buen rendimiento
Sprint_218,2024-03-03,2024,9,Equipo Integración,64,Creciente,Buen rendimiento
Sprint_219,2024-03-10,2024,10,Equipo Desarrollo,44,Estable,Buen rendimiento
Sprint_219,2024-03-10,2024,10,Equipo Infraestructura,37,Estable,Buen rendimiento
Sprint_219,2024-03-10,2024,10,Equipo Seguridad,52,Creciente,Buen rendimiento
Sprint_219,2024-03-10,2024,10,Equipo Datos,32,Decreciente,Posible sobrecarga
Sprint_219,2024-03-10,2024,10,Equipo Integración,61,Creciente,Buen rendimiento
Sprint_220,2024-03-17,2024,11,Equipo Desarrollo,58,Creciente,Buen rendimiento
Sprint_220,2024-03-17,2024,11,Equipo Infraestructura,30,Decreciente,Posible sobrecarga
Sprint_220,2024-03-17,2024,11,Equipo Seguridad,32,Decreciente,Posible sobrecarga
Sprint_220,2024-03-17,2024,11,Equipo Datos,68,Creciente,Buen rendimiento
Sprint_220,2024-03-17,2024,11,Equipo Integración,52,Creciente,Buen rendimiento
Sprint_221,2024-03-24,2024,12,Equipo Desarrollo,60,Creciente,Buen rendimiento
Sprint_221,2024-03-24,2024,12,Equipo Infraestructura,60,Creciente,Buen rendimiento
Sprint_221,2024-03-24,2024,12,Equipo Seguridad,68,Creciente,Buen rendimiento
Sprint_221,2024-03-24,2024,12,Equipo Datos,26,Decreciente,Posible sobrecarga
Sprint_221,2024-03-24,2024,12,Equipo Integración,54,Creciente,Buen rendimiento
Sprint_222,2024-03-31,2024,13,Equipo Desarrollo,26,Decreciente,Posible sobrecarga
Sprint_222,2024-03-31,2024,13,Equipo Infraestructura,62,Creciente,Buen rendimiento
Sprint_222,2024-03-31,2024,13,Equipo Seguridad,69,Creciente,Buen rendimiento
Sprint_222,2024-03-31,2024,13,Equipo Datos,29,Decreciente,Posible sobrecarga
Sprint_222,2024-03-31,2024,13,Equipo Integración,60,Creciente,Buen rendimiento
Sprint_223,2024-04-07,2024,14,Equipo Desarrollo,28,Decreciente,Posible sobrecarga
Sprint_223,2024-04-07,2024,14,Equipo Infraestructura,44,Estable,Buen rendimiento
Sprint_223,2024-04-07,2024,14,Equipo Seguridad,43,Estable,Buen rendimiento
Sprint_223,2024-04-07,2024,14,Equipo Datos,25,Decreciente,Posible sobrecarga
Sprint_223,2024-04-07,2024,14,Equipo Integración,62,Creciente,Buen rendimiento
Sprint_224,2024-04-14,2024,15,Equipo Desarrollo,24,Decreciente,Posible sobrecarga
Sprint_224,2024-04-14,2024,15,Equipo Infraestructura,23,Decreciente,Posible sobrecarga
Sprint_224,2024-04-14,2024,15,Equipo Seguridad,63,Creciente,Buen rendimiento
Sprint_224,2024-04-14,2024,15,Equipo Datos,26,Decreciente,Posible sobrecarga
Sprint_224,2024-04-14,2024,15,Equipo Integración,63,Creciente,Buen rendimiento
Sprint_225,2024-04-21,2024,16,Equipo Desarrollo,31,Decreciente,Posible sobrecarga
Sprint_225,2024-04-21,2024,16,Equipo Infraestructura,56,Creciente,Buen rendimiento
Sprint_225,2024-04-21,2024,16,Equipo Seguridad,64,Creciente,Buen rendimiento
Sprint_225,2024-04-21,2024,16,Equipo Datos,38,Estable,Buen rendimiento
Sprint_225,2024-04-21,2024,16,Equipo Integración,57,Creciente,Buen rendimiento
Sprint_226,2024-04-28,2024,17,Equipo Desarrollo,30,Decreciente,Posible sobrecarga
Sprint_226,2024-04-28,2024,17,Equipo Infraestructura,37,Estable,Buen rendimiento
Sprint_226,2024-04-28,2024,17,Equipo Seguridad,48,Creciente,Buen rendimiento
Sprint_226,2024-04-28,2024,17,Equipo Datos,24,Decreciente,Posible sobrecarga
Sprint_226,2024-04-28,2024,17,Equipo Integración,31,Decreciente,Posible sobrecarga
Sprint_227,2024-05-05,2024,18,Equipo Desarrollo,46,Creciente,Buen rendimiento
Sprint_227,2024-05-05,2024,18,Equipo Infraestructura,45,Creciente,Buen rendimiento
Sprint_227,2024-05-05,2024,18,Equipo Seguridad,35,Decreciente,Posible sobrecarga
Sprint_227,2024-05-05,2024,18,Equipo Datos,62,Creciente,Buen rendimiento
Sprint_227,2024-05-05,2024,18,Equipo Integración,28,Decreciente,Posible sobrecarga
Sprint_228,2024-05-12,2024,19,Equipo Desarrollo,57,Creciente,Buen rendimiento
Sprint_228,2024-05-12,2024,19,Equipo Infraestructura,61,Creciente,Buen rendimiento
Sprint_228,2024-05-12,2024,19,Equipo Seguridad,36,Estable,Buen rendimiento
Sprint_228,2024-05-12,2024,19,Equipo Datos,28,Decreciente,Posible sobrecarga
Sprint_228,2024-05-12,2024,19,Equipo Integración,23,Decreciente,Posible sobrecarga
Sprint_229,2024-05-19,2024,20,Equipo Desarrollo,63,Creciente,Buen rendimiento
Sprint_229,2024-05-19,2024,20,Equipo Infraestructura,51,Creciente,Buen rendimiento
Sprint_229,2024-05-19,2024,20,Equipo Seguridad,27,Decreciente,Posible sobrecarga
Sprint_229,2024-05-19,2024,20,Equipo Datos,32,Decreciente,Posible sobrecarga
Sprint_229,2024-05-19,2024,20,Equipo Integración,25,Decreciente,Posible sobrecarga
Sprint_230,2024-05-26,2024,21,Equipo Desarrollo,57,Creciente,Buen rendimiento
Sprint_230,2024-05-26,2024,21,Equipo Infraestructura,45,Creciente,Buen rendimiento
Sprint_230,2024-05-26,2024,21,Equipo Seguridad,34,Decreciente,Posible sobrecarga
Sprint_230,2024-05-26,2024,21,Equipo Datos,45,Creciente,Buen rendimiento
Sprint_230,2024-05-26,2024,21,Equipo Integración,69,Creciente,Buen rendimiento
Sprint_231,2024-06-02,2024,22,Equipo Desarrollo,25,Decreciente,Posible sobrecarga
Sprint_231,2024-06-02,2024,22,Equipo Infraestructura,35,Decreciente,Posible sobrecarga
Sprint_231,2024-06-02,2024,22,Equipo Seguridad,40,Estable,Buen rendimiento
Sprint_231,2024-06-02,2024,22,Equipo Datos,55,Creciente,Buen rendimiento
Sprint_231,2024-06-02,2024,22,Equipo Integración,63,Creciente,Buen rendimiento
Sprint_232,2024-06-09,2024,23,Equipo Desarrollo,30,Decreciente,Posible sobrecarga
Sprint_232,2024-06-09,2024,23,Equipo Infraestructura,61,Creciente,Buen rendimiento
Sprint_232,2024-06-09,2024,23,Equipo Seguridad,67,Creciente,Buen rendimiento
Sprint_232,2024-06-09,2024,23,Equipo Datos,44,Estable,Buen rendimiento
Sprint_232,2024-06-09,2024,23,Equipo Integración,56,Creciente,Buen rendimiento
Sprint_233,2024-06-16,2024,24,Equipo Desarrollo,24,Decreciente,Posible sobrecarga
Sprint_233,2024-06-16,2024,24,Equipo Infraestructura,44,Estable,Buen rendimiento
Sprint_233,2024-06-16,2024,24,Equipo Seguridad,32,Decreciente,Posible sobrecarga
Sprint_233,2024-06-16,2024,24,Equipo Datos,29,Decreciente,Posible sobrecarga
Sprint_233,2024-06-16,2024,24,Equipo Integración,42,Estable,Buen rendimiento
Sprint_234,2024-06-23,2024,25,Equipo Desarrollo,24,Decreciente,Posible sobrecarga
Sprint_234,2024-06-23,2024,25,Equipo Infraestructura,68,Creciente,Buen rendimiento
Sprint_234,2024-06-23,2024,25,Equipo Seguridad,29,Decreciente,Posible sobrecarga
Sprint_234,2024-06-23,2024,25,Equipo Datos,38,Estable,Buen rendimiento
Sprint_234,2024-06-23,2024,25,Equipo Integración,53,Creciente,Buen rendimiento
Sprint_235,2024-06-30,2024,26,Equipo Desarrollo,43,Estable,Buen rendimiento
Sprint_235,2024-06-30,2024,26,Equipo Infraestructura,29,Decreciente,Posible sobrecarga
Sprint_235,2024-06-30,2024,26,Equipo Seguridad,36,Estable,Buen rendimiento
Sprint_235,2024-06-30,2024,26,Equipo Datos,67,Creciente,Buen rendimiento
Sprint_235,2024-06-30,2024,26,Equipo Integración,48,Creciente,Buen rendimiento
Sprint_236,2024-07-07,2024,27,Equipo Desarrollo,38,Estable,Buen rendimiento
Sprint_236,2024-07-07,2024,27,Equipo Infraestructura,37,Estable,Buen rendimiento
Sprint_236,2024-07-07,2024,27,Equipo Seguridad,33,Decreciente,Posible sobrecarga
Sprint_236,2024-07-07,2024,27,Equipo Datos,60,Creciente,Buen rendimiento
Sprint_236,2024-07-07,2024,27,Equipo Integración,34,Decreciente,Posible sobrecarga
Sprint_237,2024-07-14,2024,28,Equipo Desarrollo,54,Creciente,Buen rendimiento
Sprint_237,2024-07-14,2024,28,Equipo Infraestructura,38,Estable,Buen rendimiento
Sprint_237,2024-07-14,2024,28,Equipo Seguridad,33,Decreciente,Posible sobrecarga
Sprint_237,2024-07-14,2024,28,Equipo Datos,33,Decreciente,Posible sobrecarga
Sprint_237,2024-07-14,2024,28,Equipo Integración,53,Creciente,Buen rendimiento
Sprint_238,2024-07-21,2024,29,Equipo Desarrollo,60,Creciente,Buen rendimiento
Sprint_238,2024-07-21,2024,29,Equipo Infraestructura,63,Creciente,Buen rendimiento
Sprint_238,2024-07-21,2024,29,Equipo Seguridad,53,Creciente,Buen rendimiento
Sprint_238,2024-07-21,2024,29,Equipo Datos,26,Decreciente,Posible sobrecarga
Sprint_238,2024-07-21,2024,29,Equipo Integración,57,Creciente,Buen rendimiento
Sprint_239,2024-07-28,2024,30,Equipo Desarrollo,56,Creciente,Buen rendimiento
Sprint_239,2024-07-28,2024,30,Equipo Infraestructura,46,Creciente,Buen rendimiento
Sprint_239,2024-07-28,2024,30,Equipo Seguridad,27,Decreciente,Posible sobrecarga
Sprint_239,2024-07-28,2024,30,Equipo Datos,39,Estable,Buen rendimiento
Sprint_239,2024-07-28,2024,30,Equipo Integración,68,Creciente,Buen rendimiento
Sprint_240,2024-08-04,2024,31,Equipo Desarrollo,47,Creciente,Buen rendimiento
Sprint_240,2024-08-04,2024,31,Equipo Infraestructura,30,Decreciente,Posible sobrecarga
Sprint_240,2024-08-04,2024,31,Equipo Seguridad,29,Decreciente,Posible sobrecarga
Sprint_240,2024-08-04,2024,31,Equipo Datos,69,Creciente,Buen rendimiento
Sprint_240,2024-08-04,2024,31,Equipo Integración,29,Decreciente,Posible sobrecarga
Sprint_241,2024-08-11,2024,32,Equipo Desarrollo,52,Creciente,Buen rendimiento
Sprint_241,2024-08-11,2024,32,Equipo Infraestructura,27,Decreciente,Posible sobrecarga
Sprint_241,2024-08-11,2024,32,Equipo Seguridad,66,Creciente,Buen rendimiento
Sprint_241,2024-08-11,2024,32,Equipo Datos,52,Creciente,Buen rendimiento
Sprint_241,2024-08-11,2024,32,Equipo Integración,43,Estable,Buen rendimiento
Sprint_242,2024-08-18,2024,33,Equipo Desarrollo,62,Creciente,Buen rendimiento
Sprint_242,2024-08-18,2024,33,Equipo Infraestructura,52,Creciente,Buen rendimiento
Sprint_242,2024-08-18,2024,33,Equipo Seguridad,48,Creciente,Buen rendimiento
Sprint_242,2024-08-18,2024,33,Equipo Datos,39,Estable,Buen rendimiento
Sprint_242,2024-08-18,2024,33,Equipo Integración,66,Creciente,Buen rendimiento
Sprint_243,2024-08-25,2024,34,Equipo Desarrollo,35,Decreciente,Posible sobrecarga
Sprint_243,2024-08-25,2024,34,Equipo Infraestructura,54,Creciente,Buen rendimiento
Sprint_243,2024-08-25,2024,34,Equipo Seguridad,53,Creciente,Buen rendimiento
Sprint_243,2024-08-25,2024,34,Equipo Datos,64,Creciente,Buen rendimiento
Sprint_243,2024-08-25,2024,34,Equipo Integración,41,Estable,Buen rendimiento
Sprint_244,2024-09-01,2024,35,Equipo Desarrollo,70,Creciente,Buen rendimiento
Sprint_244,2024-09-01,2024,35,Equipo Infraestructura,46,Creciente,Buen rendimiento
Sprint_244,2024-09-01,2024,35,Equipo Seguridad,40,Estable,Buen rendimiento
Sprint_244,2024-09-01,2024,35,Equipo Datos,39,Estable,Buen rendimiento
Sprint_244,2024-09-01,2024,35,Equipo Integración,32,Decreciente,Posible sobrecarga
Sprint_245,2024-09-08,2024,36,Equipo Desarrollo,51,Creciente,Buen rendimiento
Sprint_245,2024-09-08,2024,36,Equipo Infraestructura,61,Creciente,Buen rendimiento
Sprint_245,2024-09-08,2024,36,Equipo Seguridad,41,Estable,Buen rendimiento
Sprint_245,2024-09-08,2024,36,Equipo Datos,54,Creciente,Buen rendimiento
Sprint_245,2024-09-08,2024,36,Equipo Integración,55,Creciente,Buen rendimiento
Sprint_246,2024-09-15,2024,37,Equipo Desarrollo,39,Estable,Buen rendimiento
Sprint_246,2024-09-15,2024,37,Equipo Infraestructura,33,Decreciente,Posible sobrecarga
Sprint_246,2024-09-15,2024,37,Equipo Seguridad,38,Estable,Buen rendimiento
Sprint_246,2024-09-15,2024,37,Equipo Datos,48,Creciente,Buen rendimiento
Sprint_246,2024-09-15,2024,37,Equipo Integración,58,Creciente,Buen rendimiento
Sprint_247,2024-09-22,2024,38,Equipo Desarrollo,60,Creciente,Buen rendimiento
Sprint_247,2024-09-22,2024,38,Equipo Infraestructura,41,Estable,Buen rendimiento
Sprint_247,2024-09-22,2024,38,Equipo Seguridad,52,Creciente,Buen rendimiento
Sprint_247,2024-09-22,2024,38,Equipo Datos,49,Creciente,Buen rendimiento
Sprint_247,2024-09-22,2024,38,Equipo Integración,66,Creciente,Buen rendimiento
Sprint_248,2024-09-29,2024,39,Equipo Desarrollo,55,Creciente,Buen rendimiento
Sprint_248,2024-09-29,2024,39,Equipo Infraestructura,26,Decreciente,Posible sobrecarga
